Sample_ID,Cancer_Type,Label,BRCA1,BRCA2,ERBB2,ESR1,PGR,GATA3,FOXA1,EGFR,KRAS,ALK,MET,ROS1,STK11,KEAP1,BRAF,TP53,PIK3CA,MYC,PTEN,CDK1,UHRF1,HMMR,CEP55,ASPM,RAD51AP1,DLGAP5,KIF11,PBK,HMGB2,CDKN2A,SMAD4,RB1,ATM,APC,VHL,RET,CTNNB1,FGFR1,FGFR2,FGFR3,NOTCH1,JAK2,STAT3,MTOR,AKT1,CCND1,CDK4,CDK6,MDM2,BCL2
TCGA-NORM-052,Normal,0,5.3808,5.8858,5.5911,5.3432,4.725,3.3321,3.8548,6.0007,5.8625,5.3364,3.2008,6.4127,5.5455,3.9318,4.1191,4.3205,4.3972,4.162,5.354,5.2144,5.6393,3.7949,4.552,4.8031,5.2728,6.0281,4.1089,5.1682,5.5091,4.7573,5.6536,4.7302,4.1808,6.7223,6.3088,5.391,5.3017,4.5289,5.3059,4.7526,4.4019,5.2978,4.1644,6.1406,5.3343,5.9397,4.7716,5.5677,4.7381,4.5857
TCGA-NORM-053,Normal,0,5.6382,5.9935,5.229,5.0236,3.8529,3.99,3.9611,5.2731,5.3295,5.9638,3.6368,6.8175,6.0612,4.9309,4.104,4.788,4.178,5.5551,5.0276,4.8897,4.8171,3.9041,4.9115,4.3792,5.2118,5.1122,4.821,4.5767,5.5518,4.3837,5.0231,4.6371,4.2603,5.8451,5.6705,4.8953,4.8275,3.5107,5.5482,4.8498,4.5741,4.9535,3.9274,6.3298,4.7201,5.5998,4.8969,4.4531,5.5433,4.6823
TCGA-NORM-054,Normal,0,4.3665,5.9817,5.5927,5.2565,4.4935,4.9873,4.6146,5.3151,5.6024,6.1558,4.2193,6.6247,6.7369,4.9278,4.5122,4.8738,4.7345,5.1652,4.7921,5.3442,4.9778,4.9965,4.8677,4.1763,5.1688,4.7824,4.7208,5.5297,5.0368,4.1578,6.216,4.1476,3.6666,6.7543,7.0076,5.7801,5.1253,4.8185,5.1712,4.7499,4.8224,5.8476,4.329,5.6046,5.4635,5.2186,4.535,5.2982,5.9021,4.791
TCGA-NORM-055,Normal,0,5.0107,6.3001,5.63,5.5682,3.2049,4.2097,4.2364,5.3876,5.4963,5.4657,4.8352,6.8417,5.6218,4.3993,4.3667,4.2002,4.7571,4.8132,4.4415,4.9209,5.6294,3.9449,5.0456,4.5218,5.1173,6.0965,4.4242,5.3359,5.0709,4.0138,5.244,4.0392,4.0636,5.3907,5.9034,5.6503,4.5549,4.1062,5.4775,5.1841,4.662,4.797,3.5342,5.5316,4.3501,5.2992,4.3393,4.5609,4.9975,4.4883
TCGA-NORM-056,Normal,0,5.0918,5.8407,5.4245,4.9,4.3291,3.9614,4.3857,5.1019,5.1606,5.6933,4.128,7.3457,5.9888,4.0153,4.3571,3.6042,4.6331,4.7796,5.3622,4.3934,5.2935,4.0209,5.4252,4.6614,5.828,6.0938,4.6562,5.2972,5.4805,3.2347,5.2111,4.7555,4.1211,5.4552,6.1008,6.5453,5.2313,4.187,5.9335,4.8034,3.5017,4.6734,4.779,5.8772,4.4598,5.3226,5.5426,5.8758,6.2012,4.3351
TCGA-NORM-057,Normal,0,4.957,5.4091,6.275,4.7915,4.4408,3.8494,3.8628,5.5288,5.0489,5.3152,3.7986,6.5088,5.3342,4.5664,4.9481,4.1726,4.3463,5.0507,5.4812,4.7281,5.107,4.5246,4.1467,5.1126,5.1872,5.5889,4.0619,4.7323,5.544,4.6552,5.0498,4.5814,3.204,5.8245,6.1104,5.3691,4.2487,3.9144,5.6368,4.884,3.2613,4.1351,3.8026,6.2065,3.3329,5.2327,4.449,5.7689,5.0295,4.579
TCGA-NORM-058,Normal,0,4.8876,5.1328,5.9561,5.414,4.572,6.11,3.1899,6.6817,5.1931,5.6871,4.0248,5.9429,5.5749,4.6154,3.7173,4.7413,4.482,4.6459,4.7478,5.2064,5.1052,4.4682,4.3138,5.1471,5.3118,6.5593,4.3603,5.4322,5.3474,4.6853,5.0131,4.7104,4.0555,6.0587,6.1657,5.892,4.6178,4.3115,6.2155,5.4118,4.6596,4.8844,3.6755,6.4304,4.9635,6.1203,4.414,5.0409,4.465,4.2301
TCGA-NORM-059,Normal,0,5.2724,5.8816,5.8986,5.2313,4.4891,3.8267,4.1661,4.5596,5.2383,4.824,4.588,6.4836,6.0414,5.1516,3.973,5.1898,5.0888,5.048,5.4613,4.1429,4.975,4.033,4.4047,4.3305,5.5537,5.6109,4.5979,4.8747,4.484,4.2237,4.4761,4.3443,3.5274,6.9818,6.5345,5.8261,5.2388,3.834,5.7499,5.0583,4.3873,5.6619,4.4053,6.1304,3.8246,5.0255,4.6305,5.1862,4.6942,5.4919
TCGA-NORM-060,Normal,0,5.5064,6.3625,5.6428,5.2216,3.9149,4.3781,4.2438,5.3468,5.4728,5.4879,3.1868,5.7466,5.6453,5.3166,4.6505,3.8025,4.888,4.4582,5.4375,4.4287,5.3039,4.9035,4.0635,4.1773,4.7407,6.1947,3.7556,3.8568,5.1003,4.3505,5.8767,4.1667,3.958,6.6068,5.283,5.6036,4.7558,4.417,5.2759,4.9838,3.1487,4.7932,4.2797,5.5585,4.5959,5.6586,4.5316,5.2209,4.7695,4.3137
TCGA-NORM-061,Normal,0,5.0986,6.1622,5.3464,5.4179,4.6648,3.4207,4.6494,5.7543,5.5139,6.0965,3.428,5.8146,5.7015,4.1145,5.1807,4.0179,4.4193,5.2464,4.4093,4.4626,5.4889,4.1571,4.6007,4.5678,4.3218,5.8721,5.229,5.1396,5.4047,4.4139,4.7654,5.1413,4.2342,6.8219,5.7945,6.5966,5.019,4.4637,5.6106,4.8565,4.8087,5.1526,3.1905,5.4978,4.4857,5.597,4.6603,5.6927,4.3248,4.4713
TCGA-NORM-062,Normal,0,4.0059,6.4334,5.5679,5.5059,3.9545,4.9189,4.5966,6.1682,5.2642,5.8187,3.7272,6.5188,6.5736,4.9489,4.0717,4.5661,4.0874,5.412,5.1531,3.7993,4.8233,4.1795,4.5073,4.2617,5.1784,5.8406,4.3519,4.7912,5.7752,4.8471,5.119,4.0997,4.3642,5.9264,6.0617,6.1113,3.8109,4.8081,5.538,4.7832,4.2283,5.0725,3.2966,6.6732,4.5879,5.6569,5.114,4.6846,5.4158,4.2862
TCGA-NORM-063,Normal,0,5.205,5.1343,5.5658,5.0458,4.5378,4.5547,3.8094,5.5851,5.2727,5.1543,4.4242,5.9677,4.5232,4.2985,3.9327,3.6694,4.1125,5.2037,5.5482,4.7816,5.0731,4.512,4.4361,4.4934,4.4839,4.9391,4.2638,5.2024,5.2598,3.915,4.911,4.6489,3.5504,6.4368,5.6734,5.4399,4.0101,3.9892,5.9442,5.2004,4.7088,5.3244,3.579,5.8516,4.2182,6.0563,4.1472,5.5463,5.6046,5.23
TCGA-NORM-064,Normal,0,4.6396,6.4121,6.6371,5.0391,3.6525,3.4972,4.4485,5.0582,5.1549,5.7546,4.1286,6.3253,5.9314,5.0426,3.9715,4.0988,4.3216,5.5281,5.3555,4.8438,5.8786,3.7768,5.393,5.4915,5.3344,6.5292,3.6938,4.8953,4.9724,4.4269,4.864,4.716,4.7599,6.4004,6.2521,5.3339,4.2891,4.7772,5.856,4.9508,4.0804,4.1778,3.5938,6.8606,3.9931,5.5428,5.1391,4.5794,5.2859,4.8287
TCGA-NORM-065,Normal,0,4.8296,7.3824,4.8595,5.7935,4.2655,4.6906,4.3264,5.5757,5.4255,4.7217,4.3167,6.268,6.1188,4.9433,4.5654,4.4701,4.2729,4.834,5.4843,5.2871,5.2389,4.3276,4.2356,5.3337,5.3028,6.6009,4.044,4.9612,5.4075,4.3931,5.2395,3.9823,4.5397,6.4121,5.7121,6.3884,5.1967,4.2753,5.5411,5.2177,3.8807,5.1029,3.1071,6.3949,3.8666,6.1341,4.5372,5.0489,4.9203,4.2771
TCGA-NORM-066,Normal,0,5.4623,4.9721,6.185,5.4692,3.8001,3.8593,4.8822,5.4801,4.8034,6.0696,4.1976,5.7117,5.9289,4.0056,4.8954,4.8811,4.9087,5.3172,5.7428,4.6406,4.8142,4.5091,5.5814,4.3494,4.8407,5.9148,4.415,4.6893,5.8081,5.1462,5.4249,3.9683,3.4461,6.2036,6.6211,5.9923,4.6691,3.9497,5.0138,5.344,4.6797,4.3938,4.7911,6.2588,5.1991,4.8536,4.0711,5.0771,5.429,5.215
TCGA-NORM-067,Normal,0,5.1417,5.9824,5.1485,5.8705,3.9091,5.076,3.9998,6.6213,5.628,5.4961,3.8116,5.9804,6.0241,4.5019,4.1328,4.329,4.7047,4.1965,5.1565,4.1998,4.8271,3.5476,3.8355,4.196,4.6843,6.6064,4.2026,5.2113,5.4835,4.1612,5.3017,3.8373,4.796,6.9008,5.3672,5.3177,4.5442,3.7808,5.733,4.6406,5.2428,5.6251,4.1713,6.4626,5.067,5.2038,4.3185,5.1793,5.5905,4.4693
TCGA-NORM-068,Normal,0,4.1143,5.7303,5.5771,5.283,5.2309,3.7195,4.3553,6.5757,6.3446,5.3758,4.2664,6.3902,5.9193,4.4227,4.5962,3.264,4.9763,5.2112,4.8502,5.5618,5.0424,4.1255,5.5389,4.4316,4.7558,5.6612,4.8176,5.2248,4.7216,3.8627,5.0633,4.3404,4.3347,6.2757,5.3252,6.2572,4.7838,4.8379,5.7052,5.4639,4.4784,5.6952,4.3107,5.9564,5.5919,5.8576,4.9439,4.5698,4.623,4.5384
TCGA-NORM-069,Normal,0,4.8895,5.8152,5.6738,6.0319,4.6562,3.8297,4.0776,5.5434,5.148,5.3716,3.8303,5.569,5.7739,4.2149,3.0818,5.3273,5.1593,4.9851,4.9587,4.1135,6.1092,5.1607,4.7132,5.2666,5.0822,5.1259,4.254,5.1907,5.0988,4.0038,5.2955,4.3388,4.1666,5.6103,5.8017,5.2004,5.1102,3.2673,6.0244,5.5922,4.1325,3.918,3.9131,5.9716,4.1145,5.2257,5.3744,5.4434,4.7867,3.6878
TCGA-NORM-070,Normal,0,4.6768,5.9955,5.8337,5.0762,4.5734,5.214,4.4948,5.8839,5.24,5.3973,4.5766,5.8515,5.8517,4.4902,4.1742,3.7859,4.8147,5.127,5.1754,4.4006,5.8954,3.9123,5.4131,4.0196,5.199,5.9413,4.0813,5.3223,5.8791,3.1046,5.5628,3.2532,3.7086,6.8207,5.8626,5.2502,4.5811,5.1454,4.6811,4.4952,4.9423,5.9254,4.0291,5.4429,5.5124,6.175,4.9913,4.7786,5.1807,4.3345
TCGA-NORM-071,Normal,0,4.9729,6.7445,6.0061,4.8322,4.9627,4.4841,4.437,6.5655,4.8222,5.5416,3.8061,5.4283,5.9874,5.5973,3.572,4.389,4.9576,5.2098,4.8994,4.0561,5.4508,3.9663,3.6573,5.3436,5.4346,5.7506,4.5424,5.6148,5.4043,4.509,5.2027,4.9655,4.2875,6.1749,5.5529,5.9076,4.2958,3.9277,5.1384,4.4885,5.2246,5.6885,4.9398,5.4502,4.6014,4.8755,4.3727,4.731,5.7606,4.2284
TCGA-NORM-072,Normal,0,5.3048,6.3634,6.647,4.6513,4.9099,4.8591,3.6898,6.3588,5.4737,5.4554,3.6745,5.8102,6.7538,4.4675,4.752,4.0476,4.3184,5.6414,4.343,4.4539,5.3614,4.357,4.5621,4.9841,5.3151,6.058,3.9957,5.0034,5.841,4.5048,4.7188,4.5333,3.2529,6.1087,6.9784,5.3519,4.2947,4.5587,4.8111,4.6836,4.5369,4.804,3.9695,6.3354,4.759,5.5776,4.5332,5.3107,5.1471,4.6127
TCGA-NORM-073,Normal,0,4.6004,6.0094,5.1649,5.3013,3.9783,3.8419,4.2442,6.0013,5.6747,5.3638,4.2289,6.3817,6.0315,4.0956,4.4672,4.5674,4.6726,4.2155,5.0225,5.6363,5.1841,3.9793,4.8107,4.9466,5.5401,5.1613,4.7684,5.397,5.2393,4.2546,5.7999,4.7677,3.6288,6.4566,6.0953,5.8113,4.7031,4.1473,6.0416,4.9307,3.7647,4.9123,4.1561,6.5537,4.8407,5.0748,5.8041,5.2633,5.7767,4.3384
TCGA-NORM-074,Normal,0,5.064,6.4693,6.1586,5.7929,4.7357,4.2014,3.8705,6.0553,5.7424,5.4575,4.5246,6.7875,5.419,4.0905,4.3368,4.5419,4.4333,5.763,5.1411,4.6585,4.6999,3.7148,4.7692,3.8463,5.459,5.6562,5.8987,6.1699,5.2217,4.0543,5.7846,5.1416,3.406,5.2837,5.8445,6.0407,4.8937,4.6963,4.9654,3.9261,4.6546,4.7167,3.1673,6.0658,4.9262,5.4026,4.4797,5.0724,5.036,3.8001
TCGA-NORM-075,Normal,0,4.5024,6.3261,5.7551,5.3927,3.8954,4.2615,3.1481,5.9859,5.9654,4.8944,3.7816,6.2819,6.3952,4.2654,4.0885,3.5175,4.7159,6.0734,5.0751,4.6307,5.491,4.3019,4.2769,5.1765,5.1049,5.7353,4.0004,5.7179,5.6024,3.8534,5.7874,4.1512,3.7912,5.7457,5.3274,5.9907,3.8461,3.6621,4.5713,4.9296,4.2008,4.9424,3.6065,5.473,4.7783,5.2098,4.8281,4.7458,5.2842,4.9932
TCGA-NORM-076,Normal,0,5.0878,5.906,5.7261,5.2087,4.3468,4.1967,4.0538,6.001,4.8754,5.1006,3.4204,5.4137,5.2836,4.5389,3.9983,4.6346,4.685,4.2686,5.245,5.0056,4.8988,4.496,4.2573,4.8499,4.4343,4.9205,4.267,5.0756,5.1244,3.5694,5.1566,4.4963,4.1229,6.1697,5.8228,6.3057,4.1409,4.4343,6.0372,5.1847,4.1773,4.8517,4.5419,5.3602,4.1328,5.2786,5.2427,5.315,4.7671,4.267
TCGA-NORM-077,Normal,0,4.5475,5.7722,6.0509,4.6998,5.0672,4.7159,4.6187,5.6973,5.255,4.9128,3.8092,6.3559,6.4146,3.9689,4.2355,4.3354,4.0412,5.4206,4.6245,4.5528,5.1427,3.9517,4.6395,4.709,4.836,5.3996,4.5831,5.8754,5.3663,4.5504,4.711,4.4461,3.6493,5.4229,5.7917,6.3148,5.0977,4.3242,4.8156,4.88,4.4042,5.1684,3.2459,5.5999,4.5405,5.6989,3.6975,5.0712,5.2671,4.789
TCGA-NORM-078,Normal,0,5.1358,6.3537,5.2504,4.4584,4.1664,4.7939,4.7548,6.2253,5.5157,5.7286,3.795,6.0753,6.5825,4.043,5.1267,4.2586,5.2658,4.5214,5.2139,4.3092,4.7092,4.4052,5.097,4.4258,4.3288,5.6861,4.3999,5.3781,5.7306,4.0755,6.1716,4.4761,3.9872,5.3623,6.0062,5.6271,5.1023,4.423,4.9746,5.0458,4.5707,5.777,4.475,6.3429,4.5964,5.6323,5.248,4.5444,5.0455,4.059
TCGA-NORM-079,Normal,0,4.9946,6.6452,5.3417,4.2414,4.1577,4.7543,4.3697,6.0983,5.1965,4.9822,4.2772,5.7584,6.8142,4.7239,4.1387,4.1284,4.6275,5.0467,5.4529,4.7246,5.0168,5.1576,4.6649,5.152,4.7297,5.8908,4.5793,4.281,6.2102,4.683,5.1579,3.8791,4.2995,6.1266,6.2844,5.8647,4.898,4.8662,5.761,4.496,4.8816,5.8277,5.4941,5.4949,4.6786,4.5206,4.9347,4.8975,6.0683,4.0581
TCGA-NORM-080,Normal,0,4.0639,5.8795,4.7214,5.655,3.414,4.356,3.1928,5.7615,6.062,5.7201,3.6567,6.1198,5.8395,4.6798,3.7849,4.6701,3.4524,4.871,4.7306,4.9257,5.3563,3.6744,4.1995,4.8954,4.9678,5.4668,4.2229,5.4446,5.0704,4.0625,6.3131,3.7345,3.3098,6.4402,5.819,5.6353,4.3186,4.098,6.2247,5.3293,4.6565,4.4521,3.5576,4.7229,4.2051,5.8881,4.9184,5.0445,5.1927,4.0967
TCGA-NORM-081,Normal,0,4.9161,6.4362,4.8832,5.4519,4.7628,4.1564,4.4431,7.1722,5.2755,5.7347,3.7132,6.2154,6.0385,4.5548,3.9412,4.4964,5.3273,5.3564,5.3832,4.534,5.6835,4.4326,4.2148,4.9493,4.5571,5.4426,4.5245,5.2651,4.7682,4.5765,5.594,4.058,3.4512,6.0223,5.9237,5.8294,4.5067,3.3115,5.3306,4.8308,4.5536,4.7752,4.8311,5.1403,5.1593,5.3566,5.0726,5.1801,5.7156,4.2324
TCGA-NORM-082,Normal,0,4.3296,6.7308,5.5593,5.4167,4.8989,3.8788,4.3958,5.6401,5.263,5.5903,3.3702,5.7833,6.4394,4.8659,4.3718,4.5129,4.5369,5.7649,4.8601,4.745,5.8618,3.9571,5.3442,4.1173,5.7367,5.5597,4.3301,4.2808,5.0987,3.6343,5.0632,4.3134,4.5741,6.181,6.2628,5.2855,4.2738,5.0243,5.1745,5.7136,4.1591,5.0904,4.5573,6.5729,4.5195,5.2828,4.6606,5.2962,5.6038,4.4086
TCGA-NORM-083,Normal,0,5.1025,6.8288,5.782,5.4573,3.6597,3.1594,4.3026,5.8629,5.0908,5.6673,4.0181,6.6413,5.8701,4.131,4.8456,4.3058,4.9063,4.9396,4.6579,4.6786,5.3518,4.5228,4.5218,3.9796,4.8086,6.0846,4.3055,5.0204,5.7472,3.7818,4.6423,4.3029,3.9252,5.6527,6.0455,5.9997,4.666,4.353,6.3213,4.814,4.3937,4.8602,3.6948,5.7373,4.3539,5.6193,5.7428,4.8219,5.0153,4.3783
TCGA-NORM-084,Normal,0,5.0021,6.2102,6.1882,4.2252,3.2691,4.12,4.6216,5.201,3.969,5.8148,4.1549,5.6432,5.3879,4.0308,4.4498,4.1216,4.8917,3.8699,4.5647,4.134,5.2307,4.0648,5.0017,3.9693,5.0238,5.9786,5.2748,4.9145,5.4493,3.2905,4.2602,4.7553,4.1406,6.6179,5.5064,6.0124,5.5111,4.4037,5.6298,4.9722,3.5616,5.6994,3.8008,6.2275,3.866,4.9268,5.3316,4.9879,5.8567,4.3715
TCGA-NORM-085,Normal,0,3.9951,6.493,5.3449,5.6315,4.3546,3.6488,4.2017,6.8939,5.5443,5.5319,4.5292,6.2286,5.9257,3.9759,4.5052,4.8694,4.2931,5.7955,4.909,4.2412,5.795,4.1778,4.9845,4.6747,4.9764,5.9495,4.5702,4.2333,4.7988,4.5204,5.2771,4.1395,3.5318,5.6017,5.2146,5.7329,4.4009,3.7799,5.4747,5.1321,5.2104,4.409,4.5974,6.4384,4.2187,5.549,4.4798,5.2277,5.8819,4.6792
TCGA-NORM-086,Normal,0,5.0529,5.8979,4.9426,5.2232,4.8862,3.656,3.653,5.9624,4.8794,5.2011,3.8547,5.5193,5.393,4.7837,3.8117,3.6844,4.3858,5.4838,4.8617,4.4316,5.366,3.5213,4.8653,4.9785,4.8192,6.1801,3.9319,5.6389,5.3728,3.9507,5.3277,4.3269,4.6922,5.603,5.7813,6.2448,4.4022,4.6201,6.2701,4.7875,4.5751,4.5702,4.4153,6.0902,4.7822,5.167,3.9383,5.3706,4.2742,4.2639
TCGA-NORM-087,Normal,0,5.2475,6.1779,6.4871,5.7783,4.049,4.3555,4.1065,5.1936,4.8993,5.3054,3.129,6.1552,5.7193,3.7143,4.5819,4.7256,4.7715,5.0086,5.2164,4.9468,5.4844,3.9358,4.7672,5.344,4.7349,6.6715,4.2027,5.1459,5.0007,4.2027,4.5526,4.1294,3.6517,6.1485,6.5719,6.0692,3.6029,5.1338,5.6382,4.6189,4.3392,5.1687,3.7756,6.0896,4.296,5.2756,4.3769,4.4994,5.2684,4.6701
TCGA-NORM-088,Normal,0,5.0557,6.4605,5.7563,5.0773,4.7211,3.7323,3.7225,5.4717,5.8085,5.982,4.2646,6.6162,5.4357,4.624,4.3437,4.7846,4.6175,4.9812,5.1937,5.035,5.0453,4.2794,4.1664,3.6819,5.0936,6.0014,4.5572,4.254,5.1454,3.1039,5.953,3.8864,4.708,6.5132,5.7191,5.2687,4.8278,3.8349,5.5514,4.7511,3.467,4.0857,4.1777,5.7478,4.3204,5.7707,5.2138,5.0215,5.0495,4.6317
TCGA-NORM-089,Normal,0,4.2134,6.192,5.8587,5.6232,3.4717,4.0006,3.7326,5.9505,5.5388,6.2313,3.8226,5.9099,6.3487,4.6006,4.9705,4.5334,4.1486,4.5546,4.2521,4.9386,5.8809,5.1391,5.0221,5.3293,4.7423,5.207,4.8218,5.3193,5.3517,4.2765,5.482,4.9529,4.7259,6.3324,6.505,6.0098,4.4626,4.5553,4.8778,5.4426,3.7309,5.218,3.6953,6.2495,4.554,4.7399,4.8751,4.8841,5.5993,4.4073
TCGA-NORM-090,Normal,0,5.0019,5.6607,5.3452,5.1107,4.7288,5.098,3.7655,6.3902,4.3461,5.0204,3.6138,5.5252,5.1188,4.653,4.3037,4.5742,4.98,5.274,5.2463,4.6094,4.8119,4.7829,4.3776,4.385,4.9233,5.3166,4.2514,5.2861,5.4601,3.6982,5.1171,4.8586,4.3665,7.0213,6.6554,6.2934,4.0456,4.5586,5.4814,4.7204,4.3441,5.5147,4.301,5.6052,4.9034,5.1706,4.7833,5.0076,5.1043,4.7515
TCGA-NORM-091,Normal,0,4.3559,6.9669,4.7909,5.0481,4.5098,4.6061,4.0826,5.8798,5.5072,5.4538,4.6722,6.5115,6.2241,4.0324,4.3643,4.2683,4.2168,5.3165,4.7083,4.9356,4.8645,5.0805,4.2394,4.9047,5.3597,5.4706,4.8229,4.5782,5.9568,4.1086,5.0682,4.2405,4.5071,5.8245,5.7872,5.6788,4.1405,5.0341,5.2504,5.3426,4.3627,4.6463,4.073,6.3533,4.4846,5.9944,5.1454,5.5577,4.9959,3.9208
TCGA-NORM-092,Normal,0,4.5479,6.1799,5.856,4.3398,4.3396,4.4143,4.0029,6.4867,5.5123,6.1473,3.9481,6.5557,6.5672,5.0574,3.9086,4.2893,4.514,5.3746,5.2591,4.2632,5.3766,3.3979,5.2916,4.5754,5.0285,5.588,4.955,3.8544,5.2958,4.0546,5.1325,5.152,3.7438,6.4349,6.2847,6.3462,4.3699,3.885,5.9985,5.1597,3.5733,4.8467,4.2495,6.3775,4.2637,4.1461,4.9212,4.595,4.295,3.1321
TCGA-NORM-093,Normal,0,5.1903,6.1494,5.5088,5.9421,4.63,5.0705,3.5011,5.89,4.5949,5.4545,3.9334,6.4158,5.8519,4.7477,4.7166,5.3732,4.5274,4.731,5.061,4.2797,6.013,4.1794,4.3882,4.5939,5.3266,5.6564,4.1505,5.8807,4.918,4.1182,5.6301,3.6411,4.3592,5.6127,6.4946,5.3453,4.9819,4.7125,5.893,5.0814,4.1644,4.83,4.7376,5.6857,4.1026,5.757,4.3275,4.7166,4.5531,4.1894
TCGA-NORM-094,Normal,0,4.7868,6.201,6.0385,5.5542,4.2573,4.254,4.3574,6.4782,5.3793,5.3467,3.5985,5.4835,6.1312,4.7272,4.6598,4.3456,5.3025,4.9366,5.3802,4.6233,5.0723,4.5735,4.8271,4.9666,5.0399,5.7103,5.514,5.6642,5.6286,4.1525,5.7898,4.6083,4.1549,5.9509,6.088,4.3518,4.7649,3.9951,6.222,4.977,3.7335,5.0669,3.6049,6.2135,4.7002,5.8886,4.3299,5.1595,4.5885,4.7224
TCGA-NORM-095,Normal,0,5.0575,6.3147,5.6111,5.5037,5.0652,4.2149,4.1902,5.4168,4.9317,5.6018,4.5421,6.0185,5.7252,4.284,4.1594,4.5362,3.9956,5.7309,4.6508,4.9656,4.7746,4.6079,4.9451,4.9789,4.5559,5.8397,3.9069,5.0176,5.7665,4.4607,5.3434,3.9365,4.4336,6.0963,5.0802,6.1307,4.6592,4.756,5.0124,3.5388,4.3941,5.2206,3.3149,5.5602,5.8092,5.32,5.0147,4.8514,4.2621,4.3301
TCGA-NORM-096,Normal,0,4.7045,5.9116,5.5588,5.436,4.2757,3.7744,4.3466,5.0284,4.3998,5.8904,4.2734,6.108,5.2034,4.1486,4.2818,3.6853,4.3368,5.448,5.5926,4.452,5.6865,3.4456,4.9395,4.4442,5.1417,5.6159,5.0335,4.7378,5.5857,3.9764,5.2654,4.2924,3.7626,6.0812,6.0962,5.887,4.7082,4.574,5.9209,4.4956,4.6594,4.5555,4.3402,6.2794,3.7092,5.4994,4.4749,4.8027,5.8106,4.1125
TCGA-NORM-097,Normal,0,4.4611,6.1256,5.9189,5.2533,4.8681,4.5821,3.1476,5.6673,5.0696,5.7735,2.8641,7.2809,6.0703,4.5341,4.9317,5.4581,5.0612,5.5814,5.0091,4.577,5.132,3.9351,4.3336,4.1982,4.9692,4.9693,4.5252,5.115,5.3694,3.8672,6.7212,4.9872,3.5831,6.1923,5.8508,5.322,4.0671,4.4094,5.1987,5.4039,4.7157,5.7077,3.6921,6.2144,4.8539,5.2442,4.3385,5.8684,5.3051,4.6929
TCGA-NORM-098,Normal,0,4.4541,5.5429,5.3541,5.2612,3.8643,4.3388,3.368,5.4016,5.6244,5.8295,3.8689,5.6758,5.369,4.2992,4.69,4.8212,4.4459,4.6354,5.0708,4.2701,5.1129,4.9033,5.0149,4.8771,4.431,5.8225,4.9175,4.9623,5.9113,4.6839,6.0853,4.5125,4.4074,6.7239,6.3257,5.5529,4.4683,4.3222,4.9246,4.9039,4.7619,4.1033,4.7662,6.5056,4.3624,5.7021,4.6872,5.6976,5.645,3.7766
TCGA-NORM-099,Normal,0,5.0883,5.999,5.6477,4.9894,5.1299,4.8112,3.7949,5.305,5.1489,5.7533,4.1534,6.6977,6.1868,4.9035,4.5471,3.7783,4.5813,5.6315,4.9271,4.8671,5.2026,3.8435,4.5872,4.9451,4.7083,5.6213,4.0165,5.635,5.1708,4.7559,6.0245,4.3387,3.6893,5.1489,5.462,5.1602,5.2905,4.267,5.6806,3.9691,3.7294,5.4886,4.2047,5.9343,4.8235,6.1937,4.5863,5.1754,5.2894,5.4831
TCGA-NORM-100,Normal,0,3.8793,6.399,5.5587,5.5721,4.0474,4.3212,4.4479,7.3064,5.6861,5.1761,3.8546,5.9298,5.0233,4.3186,4.7298,3.8301,5.1412,5.374,4.6199,4.577,6.0653,4.637,4.6467,4.699,5.0378,5.4971,3.4921,6.0503,5.3732,4.2814,5.3105,4.0444,4.0594,5.3678,7.1491,5.2229,4.2058,4.0168,6.0849,4.9749,3.7122,5.6538,4.4046,6.2428,4.8914,6.535,5.6691,4.8351,5.9335,4.5791
TCGA-NORM-101,Normal,0,5.0486,5.33,5.5337,4.9513,4.7159,4.8252,3.1943,5.8957,5.8273,5.4738,4.3734,6.2918,5.9851,4.3451,3.8526,3.8988,4.9885,5.1632,4.8879,4.45,5.2087,4.778,4.4919,4.2025,5.338,5.6352,4.4534,5.8547,5.2941,4.2323,4.8061,4.2763,4.4174,5.3876,6.2148,5.8238,4.6887,4.6816,5.6558,5.6335,3.8214,5.1506,4.1137,5.5193,4.9996,6.5037,4.6781,5.3714,5.2408,4.0856
TCGA-NORM-102,Normal,0,4.0046,5.774,4.984,6.0839,4.2914,4.1875,4.5279,5.4008,4.9774,5.5884,4.5082,6.3596,5.9431,4.5023,4.5801,4.4942,4.2058,5.1752,4.4671,4.6772,5.1298,5.4496,4.6248,4.1741,4.943,5.9611,5.1923,4.8661,4.5912,4.4698,4.7153,4.1789,4.0272,6.0562,6.4345,5.4708,4.547,4.2085,5.5726,5.0124,4.4647,5.4691,4.2523,6.2046,3.8573,5.4802,4.9015,5.4722,4.8912,4.1101
TCGA-NORM-103,Normal,0,4.5656,6.333,6.0756,5.1337,4.7518,4.3988,4.0719,5.8105,5.6584,5.7043,5.0694,5.7503,6.0645,4.229,4.0088,4.3986,4.7311,6.4676,4.8674,4.1321,5.4689,3.3733,4.6013,4.8132,5.3609,6.1655,4.2127,5.0635,4.9586,3.5946,5.4761,3.802,3.9565,5.6397,6.3717,6.5891,4.0844,3.381,5.4491,4.9754,4.3669,4.8885,3.9854,6.1659,5.0375,4.5778,4.5197,5.2404,4.7897,5.1857
